gtin	cnpj	razao_social	cidade	estado	categoria	descricao
7898605250417	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250417	13004510024100	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 300ML
7898605250325	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO EUGENIA 600ML
7898605250325	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO EUGENIA 600ML
7898925943075	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	39346861029909	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943075	63960023575	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO DEMOISELLE 600ML
7898925943037	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	39346861029909	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	13004510024100	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	39346861026802	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	63960023575	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	9379531000101	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	17676214000185	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	47508411110687	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898925943037	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO INDICA 600ML
7898605251698	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898605251698	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898605251698	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898605251698	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898605251698	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898605251698	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA LATA 410ML
7898925943013	11517841005903	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	75315333009831	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	47508411134004	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	47508411110687	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	63960023575	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	13004510024100	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	39346861029909	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898925943013	75315333008274	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO CAIUM 600ML
7898605250400	47508411110687	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	3640467002219	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	63960006212	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898605250400	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 300ML
7898925943020	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	39346861029909	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	75315333008002	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	63960023575	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	39346861026802	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898925943020	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO APPIA 600ML
7898929988263	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS BOHEMIA PILSEN 600ML
7898929988263	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS BOHEMIA PILSEN 600ML
7898929988263	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS BOHEMIA PILSEN 600ML
7898605251629	71322150003266	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERV COLORADO OKTOBERFEST GF 600ML
7898605251629	71322150004408	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERV COLORADO OKTOBERFEST GF 600ML
7898605251629	11517841005903	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERV COLORADO OKTOBERFEST GF 600ML
7898605251629	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERV COLORADO OKTOBERFEST GF 600ML
7898605251629	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERV COLORADO OKTOBERFEST GF 600ML
7898929988164	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS DUBBEL ESCURA LONG NECK 375ML
7898929988164	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS DUBBEL ESCURA LONG NECK 375ML
7898929988317	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS BELGIAN WITTE 600ML
7898929988171	47508411134004	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS TRIPPEL 375ML
7898929988171	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS TRIPPEL 375ML
7898925943709	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA NACIONAL VIXNU COLORADO 600ML
7898925943709	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA NACIONAL VIXNU COLORADO 600ML
7898925943709	3720882000905	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA NACIONAL VIXNU COLORADO 600ML
7898929988836	47508411135833	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS IPA SESSION CITRA 600ML
7898929988836	11517841005903	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS IPA SESSION CITRA 600ML
17898605251695	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	
17898605251695	63960005917	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	
7898929988256	9379531000101	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CER X WALS  PILSEN  600 ML
7898929988256	17676214000185	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CER X WALS  PILSEN  600 ML
7898929988188	76430438007184	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA WALS QUADRUPPEL ESCURA LONG NECK 375ML
7898605250370	71322150001301	CERVEJARIA ZX S.A.	JAGUARIUNA	SP	cervejas	CERVEJA COLORADO MURICA 600ML
7896000724465	43235985000732	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA NIELY GOLD MATIZADORA LOIRO ABSOLUTO 430G
7896000724465	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA NIELY GOLD MATIZADORA LOIRO ABSOLUTO 430G
7896000726360	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD COMPRIDO FORTE 200ML
7896000726360	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD COMPRIDO FORTE 200ML
7896000705983	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	TINTURA COR E TON CREME CASTANHO CLARO 5.0 50G
7896000712981	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME DE PENTEAR LISO PROLONGADO NIELY 280G
7896000712981	75315333009831	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME DE PENTEAR LISO PROLONGADO NIELY 280G
7896000722607	43235985000732	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	UMIDIF CACHOS NIELY GOLD 200ML
7896000726568	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO HIDRATACAO CHOCOLATE 200ML
7896000726568	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO HIDRATACAO CHOCOLATE 200ML
7896000726568	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO HIDRATACAO CHOCOLATE 200ML
7896000724526	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD CHOCOLATE 280G
7896000724526	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD CHOCOLATE 280G
7896000724526	13004510024100	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD CHOCOLATE 280G
7896000725226	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD MEGA BRILHO 200ML
7896000725226	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD MEGA BRILHO 200ML
7896000724595	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT NIELY GOLD SHAMPOO 300ML E CONDICIONADOR CACHOS 200ML
7896000724595	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT NIELY GOLD SHAMPOO 300ML E CONDICIONADOR CACHOS 200ML
7896000724595	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT NIELY GOLD SHAMPOO 300ML E CONDICIONADOR CACHOS 200ML
7896000717528	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY POS QUIMICA OLEO ARGAN 200ML
7896000717528	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY POS QUIMICA OLEO ARGAN 200ML
7896000717528	43235985000732	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY POS QUIMICA OLEO ARGAN 200ML
7896000717528	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY POS QUIMICA OLEO ARGAN 200ML
7896000713186	75315333009831	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT NIELY GOLD ORQUIDEA SHAMPOO 300ML + CONDICIONADOR 200ML
7896000713186	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT NIELY GOLD ORQUIDEA SHAMPOO 300ML + CONDICIONADOR 200ML
7896000706188	75315333009831	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	COLOR COR TON BISN LOU CIN EX CL 9 01 125G
7896000706034	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	TINTURA COR E TON CREME LOURO CLARO 8.0 50G
7896000722676	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA CONCENTRADA NIELY GOLD QUERATINA REPARACAO 1KG
7896000722676	13004510024100	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA CONCENTRADA NIELY GOLD QUERATINA REPARACAO 1KG
7896000717511	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY POS QUIMICA OLEO ARGAN 300ML
7896000726407	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML CONDICIONADOR 200ML NIELY GOLD COMPRIDOS FORTES
7896000726407	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML CONDICIONADOR 200ML NIELY GOLD COMPRIDOS FORTES
7896000726407	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML CONDICIONADOR 200ML NIELY GOLD COMPRIDOS FORTES
7896000724458	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD MATIZADOR LOIRO ABSOLUTO 300ML
7896000705976	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MINI KIT TINTURA COR E TON CASYANHO MEDIO 4.0 135G
7896000724571	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SH NIELY GOLD CACHOS 300ML
7896000724571	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SH NIELY GOLD CACHOS 300ML
7896000724571	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SH NIELY GOLD CACHOS 300ML
7896000716866	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY POS QUIMICA OLEO ARGAN 280G
7896000722737	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA CONCENTRADA NIELY GOLD OLEO ARGAN POS QUIMICA 430G
7896000725271	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME NIELY GOLD HIDRATACAO PROFUNDA MEGA BRILHO 430G
7896000725400	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHP NIELY DIVA CACHOSTURB 300ML
7896000726544	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO QUERATINA REPARACAO 200ML
7896000726544	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO QUERATINA REPARACAO 200ML
7896000726544	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO QUERATINA REPARACAO 200ML
7896000726544	13004510024100	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO QUERATINA REPARACAO 200ML
7896000726544	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO QUERATINA REPARACAO 200ML
7896000724731	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	TINTURA COR E TON MEGA COLORS VERMELHO CEREJA 6.646
7896000722508	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD NUTRICAO PODEROSA 300ML
7896000722508	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD NUTRICAO PODEROSA 300ML
7896000722508	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD NUTRICAO PODEROSA 300ML
7896000712837	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD QUERATINA REPARACAO 280G
7896000712837	75315333009831	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD QUERATINA REPARACAO 280G
7896000722683	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASC CONC NIELY GOLD REC PROF 1KG
7896000711168	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD HIDRATACAO MACIEZ MAX QUERATINA 300ML
7896000711168	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD HIDRATACAO MACIEZ MAX QUERATINA 300ML
7896000711168	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD HIDRATACAO MACIEZ MAX QUERATINA 300ML
7896000711168	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD HIDRATACAO MACIEZ MAX QUERATINA 300ML
7896000726353	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD COMPRIDOS + FORTES (EMB. CONT?M 1UN. DE 300ML)
7896000726353	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SHAMPOO NIELY GOLD COMPRIDOS + FORTES (EMB. CONT?M 1UN. DE 300ML)
7896000726421	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA HIDRATA??O PROFUNDA NIELY GOLD COMPRIDOS + FORTES (EMB. CONT?M 1UN. DE 1KG)
7896000726421	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	MASCARA HIDRATA??O PROFUNDA NIELY GOLD COMPRIDOS + FORTES (EMB. CONT?M 1UN. DE 1KG)
7896000704603	41185455000378	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	COLOR COR TON CHOC 6 7 175G
7896000724564	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML E CONDICIONADOR 200ML NIELY GOLD CHOCOLATE
7896000724434	43235985000732	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	ATIVADOR NIELY 250ML CACHOS
7896000724434	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	ATIVADOR NIELY 250ML CACHOS
7896000717658	6057223023112	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML E CONDICIONADOR NIELY GOLD PÓS-QUIMICA 200ML
7896000717658	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML E CONDICIONADOR NIELY GOLD PÓS-QUIMICA 200ML
7896000715326	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	SH NIELY GOLD FOR MEN 300ML COND 200ML
7896000724779	13004510024100	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	TINTURA COR E TON MEGA COLORS LOURO MARROM 7.777
7896000711175	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD QUERATINA RESTAURACAO 200ML
7896000711175	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD QUERATINA RESTAURACAO 200ML
7896000711175	43235985000732	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD QUERATINA RESTAURACAO 200ML
7896000711175	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD QUERATINA RESTAURACAO 200ML
7896000711175	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD QUERATINA RESTAURACAO 200ML
7896000725264	13004510024100	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	KIT SHAMPOO 300ML CONDICIONADOR 200ML NIELY GOLD MEG BRILHO
7896000719430	32860231000676	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PARA PENTEAR NIELY RECONSTRUCAO 280G PLASTICA
7896000722522	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CREME PENTEAR NIELY GOLD NUTRICAO PODEROSA 280G
7896000722515	6057223035552	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD NUTRICAO PODEROSA 200ML
7896000722515	63960023575	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD NUTRICAO PODEROSA 200ML
7896000722515	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD NUTRICAO PODEROSA 200ML
7896000722515	75315333007111	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD NUTRICAO PODEROSA 200ML
7896000726377	39346861026802	NIELY DO BRASIL INDUSTRIAL LTDA	NOVA IGUACU	RJ	cabelo	CONDICIONADOR NIELY GOLD BOMBA 1 MINUTO COMPRIDOS FORTES 200ML
